district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
South Carolina 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Rice,Republican,0,364091,0,364091,0,182046,0,first,,,Tom Rice,Republican,224993,South Carolina,4507,official
South Carolina 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Rice,Republican,0,364091,0,364091,0,182046,0,first,,,Melissa Ward Watson,Democratic,138863,South Carolina,4507,official
South Carolina 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Rice,Republican,0,364091,0,364091,0,182046,0,first,,,Write-in,Write-in,235,South Carolina,4507,official
South Dakota at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Dusty Johnson,Republican,0,397732,0,397732,0,198867,0,first,,,Dusty Johnson,Republican,321984,South Dakota,4600,official
South Dakota at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Dusty Johnson,Republican,0,397732,0,397732,0,198867,0,first,,,Randy “Uriah” Luallin,Libertarian,75748,South Dakota,4600,official
Tennessee 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Diana Harshbarger,Republican,0,305423,0,305423,0,152712,0,first,,,Diana Harshbarger,Republican,228181,Tennessee,4701,official
Tennessee 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Diana Harshbarger,Republican,0,305423,0,305423,0,152712,0,first,,,Blair Walsingham,Democratic,68617,Tennessee,4701,official
Tennessee 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Diana Harshbarger,Republican,0,305423,0,305423,0,152712,0,first,,,Steve Holder,Independent,8621,Tennessee,4701,official
Tennessee 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Diana Harshbarger,Republican,0,305423,0,305423,0,152712,0,first,,,Josh Berger,Write-in,4,Tennessee,4701,official
Tennessee 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tim Burchett,Republican,0,353197,0,353197,0,176599,0,first,,,Tim Burchett,Republican,238907,Tennessee,4702,official
Tennessee 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tim Burchett,Republican,0,353197,0,353197,0,176599,0,first,,,Renee Hoyos,Democratic,109684,Tennessee,4702,official
Tennessee 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tim Burchett,Republican,0,353197,0,353197,0,176599,0,first,,,Matthew L. Campbell,Independent,4592,Tennessee,4702,official
Tennessee 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tim Burchett,Republican,0,353197,0,353197,0,176599,0,first,,,David Dockery,Write-in,7,Tennessee,4702,official
Tennessee 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tim Burchett,Republican,0,353197,0,353197,0,176599,0,first,,,"Ronald Cornell, Jr.",Write-in,7,Tennessee,4702,official
Tennessee 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Charles J. “Chuck” Fleischmann,Republican,0,320299,0,320299,0,160150,0,first,,,Charles J. “Chuck” Fleischmann,Republican,215571,Tennessee,4703,official
Tennessee 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Charles J. “Chuck” Fleischmann,Republican,0,320299,0,320299,0,160150,0,first,,,Meg Gorman,Democratic,97687,Tennessee,4703,official
Tennessee 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Charles J. “Chuck” Fleischmann,Republican,0,320299,0,320299,0,160150,0,first,,,Amber L. Hysell,Independent,5043,Tennessee,4703,official
Tennessee 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Charles J. “Chuck” Fleischmann,Republican,0,320299,0,320299,0,160150,0,first,,,Keith Douglas Sweitzer,Independent,1990,Tennessee,4703,official
Tennessee 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Charles J. “Chuck” Fleischmann,Republican,0,320299,0,320299,0,160150,0,first,,,Scott D. James,Write-in,8,Tennessee,4703,official
Tennessee 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Scott DesJarlais,Republican,0,335710,0,335710,0,167856,0,first,,,Scott DesJarlais,Republican,223802,Tennessee,4704,official
Tennessee 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Scott DesJarlais,Republican,0,335710,0,335710,0,167856,0,first,,,Christopher J. Hale,Democratic,111908,Tennessee,4704,official
Tennessee 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jim Cooper,Democratic,0,252169,0,252169,0,126085,0,first,,,Jim Cooper,Democratic,252155,Tennessee,4705,official
Tennessee 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jim Cooper,Democratic,0,252169,0,252169,0,126085,0,first,,,Natisha Brooks,Write-in,13,Tennessee,4705,official
Tennessee 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jim Cooper,Democratic,0,252169,0,252169,0,126085,0,first,,,Trevor Killian Murphy,Write-in,1,Tennessee,4705,official
Tennessee 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John W. Rose,Republican,0,349578,0,349578,0,174790,0,first,,,John W. Rose,Republican,257572,Tennessee,4706,official
Tennessee 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John W. Rose,Republican,0,349578,0,349578,0,174790,0,first,,,Christopher Martin Finley,Democratic,83852,Tennessee,4706,official
Tennessee 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John W. Rose,Republican,0,349578,0,349578,0,174790,0,first,,,Christopher B. Monday,Independent,8154,Tennessee,4706,official
Tennessee 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mark E. Green,Republican,0,350635,0,350635,0,175318,0,first,,,Mark E. Green,Republican,245188,Tennessee,4707,official
Tennessee 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mark E. Green,Republican,0,350635,0,350635,0,175318,0,first,,,Kiran Sreepada,Democratic,95839,Tennessee,4707,official
Tennessee 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mark E. Green,Republican,0,350635,0,350635,0,175318,0,first,,,Ronald Brown,Independent,7603,Tennessee,4707,official
Tennessee 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mark E. Green,Republican,0,350635,0,350635,0,175318,0,first,,,"Scott Anthony Vieira, Jr.",Independent,2005,Tennessee,4707,official
Tennessee 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,David Kustoff,Republican,0,331853,0,331853,0,165927,0,first,,,David Kustoff,Republican,227216,Tennessee,4708,official
Tennessee 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,David Kustoff,Republican,0,331853,0,331853,0,165927,0,first,,,Erika Stotts Pearson,Democratic,97890,Tennessee,4708,official
Tennessee 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,David Kustoff,Republican,0,331853,0,331853,0,165927,0,first,,,James Hart,Independent,3763,Tennessee,4708,official
Tennessee 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,David Kustoff,Republican,0,331853,0,331853,0,165927,0,first,,,Jon Dillard,Independent,2984,Tennessee,4708,official
Tennessee 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Cohen,Democratic,0,242880,0,242880,0,121441,0,first,,,Steve Cohen,Democratic,187905,Tennessee,4709,official
Tennessee 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Cohen,Democratic,0,242880,0,242880,0,121441,0,first,,,Charlotte Bergmann,Republican,48818,Tennessee,4709,official
Tennessee 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Cohen,Democratic,0,242880,0,242880,0,121441,0,first,,,Dennis Clark,Independent,3962,Tennessee,4709,official
Tennessee 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Cohen,Democratic,0,242880,0,242880,0,121441,0,first,,,Bobby Lyons,Independent,2192,Tennessee,4709,official
Tennessee 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Cohen,Democratic,0,242880,0,242880,0,121441,0,first,,,Charles Shappley,Write-in,3,Tennessee,4709,official
Texas 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael T. McCaul,Republican,0,413894,0,413894,0,206948,0,first,,,Michael T. McCaul,Republican,217216,Texas,4810,official
Texas 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael T. McCaul,Republican,0,413894,0,413894,0,206948,0,first,,,Mike Siegel,Democratic,187686,Texas,4810,official
Texas 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael T. McCaul,Republican,0,413894,0,413894,0,206948,0,first,,,Roy Eriksen,Libertarian,8992,Texas,4810,official
Texas 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,August Pfluger,Republican,0,291773,0,291773,0,145887,0,first,,,August Pfluger,Republican,232568,Texas,4811,official
Texas 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,August Pfluger,Republican,0,291773,0,291773,0,145887,0,first,,,Jon Mark Hogg,Democratic,53394,Texas,4811,official
Texas 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,August Pfluger,Republican,0,291773,0,291773,0,145887,0,first,,,Wacey Alpha Cody,Libertarian,5811,Texas,4811,official
Texas 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kay Granger,Republican,0,367021,0,367021,0,183511,0,first,,,Kay Granger,Republican,233853,Texas,4812,official
Texas 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kay Granger,Republican,0,367021,0,367021,0,183511,0,first,,,Lisa Welch,Democratic,121250,Texas,4812,official
Texas 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kay Granger,Republican,0,367021,0,367021,0,183511,0,first,,,Trey Holcomb,Libertarian,11918,Texas,4812,official
Texas 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ronny Jackson,Republican,0,273508,0,273508,0,136755,0,first,,,Ronny Jackson,Republican,217124,Texas,4813,official
Texas 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ronny Jackson,Republican,0,273508,0,273508,0,136755,0,first,,,Gus Trujillo,Democratic,50477,Texas,4813,official
Texas 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ronny Jackson,Republican,0,273508,0,273508,0,136755,0,first,,,Jack B. Westbrook,Libertarian,5907,Texas,4813,official
Texas 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,"Randy K. Weber, Sr.",Republican,0,309115,0,309115,0,154558,0,first,,,"Randy K. Weber, Sr.",Republican,190541,Texas,4814,official
Texas 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,"Randy K. Weber, Sr.",Republican,0,309115,0,309115,0,154558,0,first,,,Adrienne Bell,Democratic,118574,Texas,4814,official
Texas 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Vicente Gonzalez,Democratic,0,228917,0,228917,0,114459,0,first,,,Vicente Gonzalez,Democratic,115605,Texas,4815,official
Texas 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Vicente Gonzalez,Democratic,0,228917,0,228917,0,114459,0,first,,,Monica De La Cruz-Hernandez,Republican,109017,Texas,4815,official
Texas 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Vicente Gonzalez,Democratic,0,228917,0,228917,0,114459,0,first,,,Ross Lynn Leone,Libertarian,4295,Texas,4815,official
Texas 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Veronica Escobar,Democratic,0,238114,0,238114,0,119058,0,first,,,Veronica Escobar,Democratic,154108,Texas,4816,official
Texas 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Veronica Escobar,Democratic,0,238114,0,238114,0,119058,0,first,,,Irene Armendariz-Jackson,Republican,84006,Texas,4816,official
Texas 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pete Sessions,Republican,0,306873,0,306873,0,153437,0,first,,,Pete Sessions,Republican,171390,Texas,4817,official
Texas 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pete Sessions,Republican,0,306873,0,306873,0,153437,0,first,,,Rick Kennedy,Democratic,125565,Texas,4817,official
Texas 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pete Sessions,Republican,0,306873,0,306873,0,153437,0,first,,,Ted Brown,Libertarian,9918,Texas,4817,official
Texas 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sheila Jackson Lee,Democratic,0,246895,0,246895,0,123448,0,first,,,Sheila Jackson Lee,Democratic,180952,Texas,4818,official
Texas 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sheila Jackson Lee,Democratic,0,246895,0,246895,0,123448,0,first,,,Wendell Champion,Republican,58033,Texas,4818,official
Texas 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sheila Jackson Lee,Democratic,0,246895,0,246895,0,123448,0,first,,,Luke Spencer,Libertarian,4514,Texas,4818,official
Texas 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sheila Jackson Lee,Democratic,0,246895,0,246895,0,123448,0,first,,,Vince Duncan,Independent,3396,Texas,4818,official
Texas 19th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jodey C. Arrington,Republican,0,265052,0,265052,0,132527,0,first,,,Jodey C. Arrington,Republican,198198,Texas,4819,official
Texas 19th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jodey C. Arrington,Republican,0,265052,0,265052,0,132527,0,first,,,Tom Watson,Democratic,60583,Texas,4819,official
Texas 19th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jodey C. Arrington,Republican,0,265052,0,265052,0,132527,0,first,,,Joe Burnes,Libertarian,6271,Texas,4819,official
Texas 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Louie Gohmert,Republican,0,302742,0,302742,0,151372,0,first,,,Louie Gohmert,Republican,219726,Texas,4801,official
Texas 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Louie Gohmert,Republican,0,302742,0,302742,0,151372,0,first,,,Hank Gilbert,Democratic,83016,Texas,4801,official
Texas 20th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joaquin Castro,Democratic,0,270723,0,270723,0,135362,0,first,,,Joaquin Castro,Democratic,175078,Texas,4820,official
Texas 20th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joaquin Castro,Democratic,0,270723,0,270723,0,135362,0,first,,,Mauro Garza,Republican,89628,Texas,4820,official
Texas 20th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joaquin Castro,Democratic,0,270723,0,270723,0,135362,0,first,,,Jeffrey Blunt,Libertarian,6017,Texas,4820,official
Texas 21st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chip Roy,Republican,0,453750,0,453750,0,226876,0,first,,,Chip Roy,Republican,235740,Texas,4821,official
Texas 21st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chip Roy,Republican,0,453750,0,453750,0,226876,0,first,,,Wendy R. Davis,Democratic,205780,Texas,4821,official
Texas 21st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chip Roy,Republican,0,453750,0,453750,0,226876,0,first,,,Arthur DiBianca,Libertarian,8666,Texas,4821,official
Texas 21st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chip Roy,Republican,0,453750,0,453750,0,226876,0,first,,,Tommy Wakely,Green,3564,Texas,4821,official
Texas 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Troy Nehls,Republican,0,408048,0,408048,0,204025,0,first,,,Troy Nehls,Republican,210259,Texas,4822,official
Texas 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Troy Nehls,Republican,0,408048,0,408048,0,204025,0,first,,,Sri Preston Kulkarni,Democratic,181998,Texas,4822,official
Texas 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Troy Nehls,Republican,0,408048,0,408048,0,204025,0,first,,,"Joseph LeBlanc, Jr.",Libertarian,15791,Texas,4822,official
Texas 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tony Gonzales,Republican,0,295457,0,295457,0,147729,0,first,,,Tony Gonzales,Republican,149395,Texas,4823,official
Texas 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tony Gonzales,Republican,0,295457,0,295457,0,147729,0,first,,,Gina Ortiz Jones,Democratic,137693,Texas,4823,official
Texas 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tony Gonzales,Republican,0,295457,0,295457,0,147729,0,first,,,Beto Villela,Libertarian,8369,Texas,4823,official
Texas 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Beth Van Duyne,Republican,0,344021,0,344021,0,172011,0,first,,,Beth Van Duyne,Republican,167910,Texas,4824,official
Texas 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Beth Van Duyne,Republican,0,344021,0,344021,0,172011,0,first,,,Candace Valenzuela,Democratic,163326,Texas,4824,official
Texas 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Beth Van Duyne,Republican,0,344021,0,344021,0,172011,0,first,,,Darren Hamilton,Libertarian,5647,Texas,4824,official
Texas 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Beth Van Duyne,Republican,0,344021,0,344021,0,172011,0,first,,,Steve Kuzmich,Independent,4229,Texas,4824,official
Texas 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Beth Van Duyne,Republican,0,344021,0,344021,0,172011,0,first,,,Mark Bauer,Independent,2909,Texas,4824,official
Texas 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Roger Williams,Republican,0,393523,0,393523,0,196762,0,first,,,Roger Williams,Republican,220088,Texas,4825,official
Texas 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Roger Williams,Republican,0,393523,0,393523,0,196762,0,first,,,Julie Oliver,Democratic,165697,Texas,4825,official
Texas 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Roger Williams,Republican,0,393523,0,393523,0,196762,0,first,,,Bill Kelsey,Libertarian,7738,Texas,4825,official
Texas 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael C. Burgess,Republican,0,432215,0,432215,0,216108,0,first,,,Michael C. Burgess,Republican,261963,Texas,4826,official
Texas 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael C. Burgess,Republican,0,432215,0,432215,0,216108,0,first,,,Carol H. Iannuzzi,Democratic,161009,Texas,4826,official
Texas 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael C. Burgess,Republican,0,432215,0,432215,0,216108,0,first,,,Mark Boler,Libertarian,9243,Texas,4826,official
Texas 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael Cloud,Republican,0,273253,0,273253,0,136627,0,first,,,Michael Cloud,Republican,172305,Texas,4827,official
Texas 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael Cloud,Republican,0,273253,0,273253,0,136627,0,first,,,Ricardo “Rick” De La Fuente,Democratic,95466,Texas,4827,official
Texas 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael Cloud,Republican,0,273253,0,273253,0,136627,0,first,,,Phil Gray,Libertarian,5482,Texas,4827,official
Texas 28th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Henry Cuellar,Democratic,0,235844,0,235844,0,117923,0,first,,,Henry Cuellar,Democratic,137494,Texas,4828,official
Texas 28th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Henry Cuellar,Democratic,0,235844,0,235844,0,117923,0,first,,,Sandra Whitten,Republican,91925,Texas,4828,official
Texas 28th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Henry Cuellar,Democratic,0,235844,0,235844,0,117923,0,first,,,Bekah Congdon,Libertarian,6425,Texas,4828,official
Texas 29th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sylvia R. Garcia,Democratic,0,156473,0,156473,0,78237,0,first,,,Sylvia R. Garcia,Democratic,111305,Texas,4829,official
Texas 29th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sylvia R. Garcia,Democratic,0,156473,0,156473,0,78237,0,first,,,Jaimy Z. Blanco,Republican,42840,Texas,4829,official
Texas 29th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sylvia R. Garcia,Democratic,0,156473,0,156473,0,78237,0,first,,,Phil Kurtz,Libertarian,2328,Texas,4829,official
Texas 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Dan Crenshaw,Republican,0,346726,0,346726,0,173364,0,first,,,Dan Crenshaw,Republican,192828,Texas,4802,official
Texas 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Dan Crenshaw,Republican,0,346726,0,346726,0,173364,0,first,,,Sima Ladjevardian,Democratic,148374,Texas,4802,official
Texas 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Dan Crenshaw,Republican,0,346726,0,346726,0,173364,0,first,,,Elliott Robert Scheirman,Libertarian,5524,Texas,4802,official
Texas 30th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eddie Bernice Johnson,Democratic,0,264464,0,264464,0,132233,0,first,,,Eddie Bernice Johnson,Democratic,204928,Texas,4830,official
Texas 30th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eddie Bernice Johnson,Democratic,0,264464,0,264464,0,132233,0,first,,,Tre Pennie,Republican,48685,Texas,4830,official
Texas 30th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eddie Bernice Johnson,Democratic,0,264464,0,264464,0,132233,0,first,,,Eric Williams,Independent,10851,Texas,4830,official
Texas 31st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Carter,Republican,0,398057,0,398057,0,199029,0,first,,,John R. Carter,Republican,212695,Texas,4831,official
Texas 31st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Carter,Republican,0,398057,0,398057,0,199029,0,first,,,Donna Imam,Democratic,176293,Texas,4831,official
Texas 31st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Carter,Republican,0,398057,0,398057,0,199029,0,first,,,Clark Patterson,Libertarian,8922,Texas,4831,official
Texas 31st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Carter,Republican,0,398057,0,398057,0,199029,0,first,,,Jonathan Scott,Write-in,147,Texas,4831,official
Texas 32nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Colin Z. Allred,Democratic,0,343687,0,343687,0,171844,0,first,,,Colin Z. Allred,Democratic,178542,Texas,4832,official
Texas 32nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Colin Z. Allred,Democratic,0,343687,0,343687,0,171844,0,first,,,Genevieve Collins,Republican,157867,Texas,4832,official
Texas 32nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Colin Z. Allred,Democratic,0,343687,0,343687,0,171844,0,first,,,Christy Mowrey Peterson,Libertarian,4946,Texas,4832,official
Texas 32nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Colin Z. Allred,Democratic,0,343687,0,343687,0,171844,0,first,,,Jason Sigmon,Independent,2332,Texas,4832,official
